name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id
,36,160410822,,,0,,,0,-92.6252227,41.2961989,,
,37,160410824,,,0,,,0,-92.6252196,41.2959603,,
,38,160410828,,,0,,,0,-92.6297418,41.2959439,,
,39,160411008,,,0,,,0,-92.5398206,41.2873628,,
,40,160411125,,,0,,,0,-92.603958,41.311166,,
,41,160411131,,,0,,,0,-92.60311,41.310403,,
,42,160411237,,,0,,,0,-92.7176797,41.2779487,,
,43,160411553,,,0,,,0,-92.6513699,41.3278593,,
,44,160411569,,,0,,,0,-92.6507011,41.3278071,,
,45,160411717,,,0,,,0,-92.6521438,41.2843971,,
,46,160411719,,,0,,,0,-92.651271,41.2843956,,
,47,160411936,,,0,,,0,-92.5390801,41.2798351,,
,48,160411966,,,0,,,0,-92.5395108,41.2852961,,
,49,160412353,,,0,,,0,-92.679659,41.341367,,
,50,160412367,,,0,,,0,-92.681364,41.341578,,
,51,160412600,,,0,,,0,-92.6624529,41.3053032,,
,52,160412602,,,0,,,0,-92.6601936,41.3052862,,
,53,160412632,,,0,,,0,-92.6175777,41.2878389,,
,54,160412640,,,0,,,0,-92.6173008,41.2890823,,
,55,160412845,,,0,,,0,-92.6735428,41.2961787,,
